kernel_name,total_bytes_read_mb,total_bytes_written_mb,total_bytes_mb,total_flops_m,arithmetic_intensity,num_nodes,count_unique_ops,architecture,power_consumption
90_Conv3d_LeakyReLU_Sum_Clamp_GELU.py_variable_multiplier_1.0,2560.11,2304.05,4864.16,402.653,0.0789,3,3,rtx4000,102.5
91_ConvTranspose2d_Softmax_BiasAdd_Scaling_Sigmoid.py_variable_multiplier_1.0,385.002,256.501,641.503,201.327,0.2993,3,3,rtx4000,97.625
92_Conv2d_GroupNorm_Tanh_HardSwish_ResidualAdd_LogSumExp.py_variable_multiplier_1.0,640.037,576.018,1216.05,100.691,0.079,6,6,rtx4000,83.5
93_ConvTranspose2d_Add_Min_GELU_Multiply.py_variable_multiplier_1.0,385.001,256.5,641.501,201.327,0.2993,3,3,rtx4000,88.66666666666667
94_Gemm_BiasAdd_Hardtanh_Mish_GroupNorm.py_variable_multiplier_1.0,608.25,320.125,928.375,206737.0,212.371,11,4,rtx4000,65.0
95_Matmul_Add_Swish_Tanh_GELU_Hardtanh.py_variable_multiplier_1.0,608.125,320.062,928.188,206863.0,212.543,13,9,rtx4000,55.0
96_ConvTranspose3d_Multiply_Max_GlobalAvgPool_Clamp.py_variable_multiplier_1.0,72.01,48.005,120.015,8998.27,71.5029,11,5,rtx4000,90.66666666666669
97_Matmul_BatchNorm_BiasAdd_Divide_Swish.py_variable_multiplier_1.0,608.188,320.094,928.281,206435.0,212.082,11,7,rtx4000,64.5
98_Matmul_AvgPool_GELU_Scale_Max.py_variable_multiplier_1.0,608.062,320.031,928.094,206185.0,211.868,15,8,rtx4000,55.0
99_Matmul_GELU_Softmax.py_variable_multiplier_1.0,608.062,320.031,928.094,206637.0,212.332,7,5,rtx4000,68.0
9_Matmul_Subtract_Multiply_ReLU.py_variable_multiplier_1.0,608.062,320.031,928.094,206234.0,211.918,8,6,rtx4000,55.5
100_ConvTranspose3d_Clamp_Min_Divide.py_variable_multiplier_1.1,714.657,476.129,1190.79,373.712,0.32923,3,3,rtx4000,102.0
12_Gemm_Multiply_LeakyReLU.py_variable_multiplier_1.1,668.869,352.034,1020.9,226857.0,233.11,6,4,rtx4000,61.0
13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling.py_variable_multiplier_1.1,1689.83,1126.52,2816.35,885.837,0.33,3,3,rtx4000,109.45
14_Gemm_Divide_Sum_Scaling.py_variable_multiplier_1.1,668.8,352.0,1020.8,453576.0,466.125,12,8,rtx4000,90.16666666666666
15_ConvTranspose3d_BatchNorm_Subtract.py_variable_multiplier_1.1,52.9168,35.2584,88.1752,12998.2,154.643,13,6,rtx4000,69.83333333333333
16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling.py_variable_multiplier_1.1,1689.91,1126.55,2816.46,885.837,0.33,3,3,rtx4000,102.28571428571428
17_Conv2d_InstanceNorm_Divide.py_variable_multiplier_1.1,2253.42,1689.91,3943.33,886.324,0.23584,4,4,rtx4000,98.58333333333334
18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp.py_variable_multiplier_1.1,668.869,352.034,1020.9,226774.0,233.025,23,8,rtx4000,82.33333333333333
1_Conv2D_ReLU_BiasAdd.py_variable_multiplier_1.1,2253.42,1689.91,3943.33,886.324,0.23584,3,3,rtx4000,94.83333333333331
20_ConvTranspose3d_Sum_ResidualAdd_Multiply_ResidualAdd.py_variable_multiplier_1.1,106.065,70.6325,176.698,49606.9,294.512,13,7,rtx4000,90.91666666666666
22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish.py_variable_multiplier_1.1,668.869,352.034,1020.9,226885.0,233.139,15,9,rtx4000,78.0
24_Conv3d_Min_Softmax.py_variable_multiplier_1.1,396.017,356.408,752.425,16313.4,22.7444,8,5,rtx4000,25.0
25_Conv2d_Min_Tanh_Tanh.py_variable_multiplier_1.1,3379.28,2816.04,6195.32,885.898,0.15004,3,3,rtx4000,100.0
26_ConvTranspose3d_Add_HardSwish.py_variable_multiplier_1.1,3590.87,2393.83,5984.7,1882.4,0.33,3,3,rtx4000,101.22222222222224
28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply.py_variable_multiplier_1.1,774.469,422.434,1196.9,553.648,0.48521,4,4,rtx4000,84.0
29_Matmul_Mish_Mish.py_variable_multiplier_1.1,668.869,352.034,1020.9,227439.0,233.707,4,3,rtx4000,57.75
2_ConvTranspose2d_BiasAdd_Clamp_Scaling_Clamp_Divide.py_variable_multiplier_1.1,1689.91,1126.56,2816.47,885.837,0.33,3,3,rtx4000,96.5625
31_Conv2d_Min_Add_Multiply.py_variable_multiplier_1.1,2253.42,1689.91,3943.33,886.324,0.23584,3,3,rtx4000,96.92857142857144
32_Conv2d_Scaling_Min.py_variable_multiplier_1.1,4506.22,3379.51,7885.73,1772.16,0.23573,3,3,rtx4000,106.1
33_Gemm_Scale_BatchNorm.py_variable_multiplier_1.1,669.075,352.138,1021.21,226913.0,233.096,6,3,rtx4000,60.75
35_Conv2d_Subtract_HardSwish_MaxPool_Mish.py_variable_multiplier_1.1,2253.42,1689.91,3943.33,886.324,0.23584,4,4,rtx4000,98.0
36_ConvTranspose2d_Min_Sum_GELU_Add.py_variable_multiplier_1.1,211.82,141.11,352.93,110.73,0.32912,3,3,rtx4000,51.75
38_ConvTranspose3d_AvgPool_Clamp_Softmax_Multiply.py_variable_multiplier_1.1,1690.07,1126.63,2816.7,885.837,0.32989,4,4,rtx4000,96.05555555555556
39_Gemm_Scale_BatchNorm.py_variable_multiplier_1.1,985.738,633.669,1619.41,553.648,0.3586,4,4,rtx4000,110.25
40_Matmul_Scaling_ResidualAdd.py_variable_multiplier_1.1,985.634,633.617,1619.25,553.648,0.35871,3,3,rtx4000,112.125
41_Gemm_BatchNorm_GELU_ReLU.py_variable_multiplier_1.1,985.703,633.652,1619.35,553.648,0.35871,4,4,rtx4000,112.6875
42_ConvTranspose2d_GlobalAvgPool_BiasAdd_LogSumExp_Sum_Multiply.py_variable_multiplier_1.1,3379.82,2253.11,5632.93,1771.67,0.33,3,3,rtx4000,114.73076923076924
43_Conv3d_Max_LogSumExp_ReLU.py_variable_multiplier_1.1,1126.86,845.032,1971.9,442.919,0.23562,4,4,rtx4000,101.0
44_ConvTranspose2d_Multiply_GlobalAvgPool_GlobalAvgPool_Mean.py_variable_multiplier_1.1,211.82,141.11,352.93,110.73,0.32912,3,3,rtx4000,72.83333333333333
45_Gemm_Sigmoid_LogSumExp.py_variable_multiplier_1.1,668.843,475.221,1144.06,304.507,0.27918,4,3,rtx4000,107.16666666666666
46_Conv2d_Subtract_Tanh_Subtract_AvgPool.py_variable_multiplier_1.1,2253.42,1689.91,3943.33,886.324,0.23584,4,4,rtx4000,96.64285714285714
47_Conv3d_Mish_Tanh.py_variable_multiplier_1.1,1126.86,845.032,1971.9,442.919,0.23562,3,3,rtx4000,99.4
48_Conv3d_Scaling_Tanh_Multiply_Sigmoid.py_variable_multiplier_1.1,774.411,668.806,1443.22,166.094,0.12078,3,3,rtx4000,73.33333333333333
49_ConvTranspose3d_Softmax_Sigmoid.py_variable_multiplier_1.1,106.065,70.6323,176.697,51821.5,307.662,6,2,rtx4000,82.5
4_Conv2d_Mish_Mish.py_variable_multiplier_1.1,4506.22,3379.51,7885.73,1772.16,0.23573,3,3,rtx4000,108.1818181818182
51_Gemm_Subtract_GlobalAvgPool_LogSumExp_GELU_ResidualAdd.py_variable_multiplier_1.1,774.538,422.469,1197.01,553.648,0.48521,3,3,rtx4000,96.0
52_Conv2d_Activation_BatchNorm.py_variable_multiplier_1.1,1127.02,845.111,1972.13,443.405,0.23584,4,4,rtx4000,93.9
53_Gemm_Scaling_Hardtanh_GELU.py_variable_multiplier_1.1,774.469,422.434,1196.9,553.648,0.48521,5,5,rtx4000,95.75
54_Conv2d_Multiply_LeakyReLU_GELU.py_variable_multiplier_1.1,3379.51,2252.96,5632.47,1771.92,0.33,4,4,rtx4000,102.22222222222224
55_Matmul_MaxPool_Sum_Scale.py_variable_multiplier_1.1,9064.28,4540.94,13605.2,453555.0,34.9718,15,8,rtx4000,108.41666666666666
56_Matmul_Sigmoid_Sum.py_variable_multiplier_1.1,9064.28,4540.94,13605.2,453604.0,34.9755,8,6,rtx4000,105.66666666666666
57_Conv2d_ReLU_HardSwish.py_variable_multiplier_1.1,704.039,633.62,1337.66,110.76,0.0869,3,3,rtx4000,76.0
58_ConvTranspose3d_LogSumExp_HardSwish_Subtract_Clamp.py_variable_multiplier_1.1,79.211,52.8055,132.017,9488.82,75.4009,19,11,rtx4000,97.05555555555554
59_Matmul_Swish_Scaling.py_variable_multiplier_1.1,9064.28,4540.94,13605.2,453632.0,34.9777,6,5,rtx4000,105.75
5_ConvTranspose2d_Subtract_Tanh.py_variable_multiplier_1.1,1690.15,1126.68,2816.83,885.837,0.32989,3,3,rtx4000,107.3181818181818
63_Gemm_ReLU_Divide.py_variable_multiplier_1.1,668.869,352.034,1020.9,226830.0,233.082,5,5,rtx4000,64.75
64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU.py_variable_multiplier_1.1,668.869,352.034,1020.9,226774.0,233.025,14,7,rtx4000,77.16666666666666
65_Conv2d_AvgPool_Sigmoid_Sum.py_variable_multiplier_1.1,6336.04,5702.42,12038.5,996.597,0.08679,4,4,rtx4000,99.3
66_Matmul_Dropout_Softmax.py_variable_multiplier_1.1,2279.34,1144.07,3423.41,113422.0,34.756,7,4,rtx4000,56.0
67_Conv2d_GELU_GlobalAvgPool.py_variable_multiplier_1.1,2816.04,2534.42,5350.46,442.949,0.0869,3,3,rtx4000,93.83333333333334
69_Conv2d_HardSwish_ReLU.py_variable_multiplier_1.1,704.039,633.62,1337.66,110.76,0.0869,3,3,rtx4000,48.0
6_Conv3d_Softmax_MaxPool_MaxPool.py_variable_multiplier_1.1,193.611,167.206,360.817,7335.04,21.3259,9,4,rtx4000,33.0
70_Gemm_Sigmoid_Scaling_ResidualAdd.py_variable_multiplier_1.1,668.869,352.034,1020.9,226940.0,233.195,7,6,rtx4000,68.5
71_Conv2d_Divide_LeakyReLU.py_variable_multiplier_1.1,704.039,633.62,1337.66,110.76,0.0869,3,3,rtx4000,49.25
72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool.py_variable_multiplier_1.1,79.2113,52.8056,132.017,12573.1,99.909,8,2,rtx4000,93.8125
73_Conv2d_BatchNorm_Scaling.py_variable_multiplier_1.1,704.04,633.62,1337.66,110.76,0.0869,4,4,rtx4000,69.16666666666667
74_ConvTranspose3d_LeakyReLU_Multiply_LeakyReLU_Max.py_variable_multiplier_1.1,52.9166,35.2583,88.1748,13093.8,155.78,9,3,rtx4000,66.66666666666666
76_Gemm_Add_ReLU.py_variable_multiplier_1.1,668.869,352.034,1020.9,226830.0,233.082,6,5,rtx4000,81.33333333333334
77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool.py_variable_multiplier_1.1,219.797,145.098,364.895,110.73,0.31834,5,5,rtx4000,118.83333333333331
78_ConvTranspose3d_Max_Max_Sum.py_variable_multiplier_1.1,213.349,141.874,355.223,110.73,0.32703,5,4,rtx4000,125.06410256410255
79_Conv3d_Multiply_InstanceNorm_Clamp_Multiply_Max.py_variable_multiplier_1.1,193.611,167.206,360.817,7584.19,22.0504,13,6,rtx4000,34.0
7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd.py_variable_multiplier_1.1,1689.66,1408.03,3097.69,442.919,0.15004,3,3,rtx4000,99.22222222222224
80_Gemm_Max_Subtract_GELU.py_variable_multiplier_1.1,668.869,352.034,1020.9,226774.0,233.025,14,8,rtx4000,62.25
81_Gemm_Swish_Divide_Clamp_Tanh_Clamp.py_variable_multiplier_1.1,668.869,352.034,1020.9,227217.0,233.48,13,8,rtx4000,83.83333333333334
82_Conv2d_Tanh_Scaling_BiasAdd_Max.py_variable_multiplier_1.1,2816.04,2534.42,5350.46,442.949,0.0869,4,4,rtx4000,100.55
84_Gemm_BatchNorm_Scaling_Softmax.py_variable_multiplier_1.1,669.006,352.103,1021.11,227051.0,233.262,8,3,rtx4000,80.16666666666666
86_Matmul_Divide_GELU.py_variable_multiplier_1.1,668.869,352.034,1020.9,227190.0,233.451,6,5,rtx4000,56.0
87_Conv2d_Subtract_Subtract_Mish.py_variable_multiplier_1.1,2816.04,2534.42,5350.46,442.949,0.0869,3,3,rtx4000,97.44444444444444
89_ConvTranspose3d_MaxPool_Softmax_Subtract_Swish_Max.py_variable_multiplier_1.1,79.2111,52.8056,132.017,10304.8,81.8847,22,10,rtx4000,94.14285714285714
8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum.py_variable_multiplier_1.1,1126.43,844.815,1971.24,442.919,0.23573,5,5,rtx4000,76.0
90_Conv3d_LeakyReLU_Sum_Clamp_GELU.py_variable_multiplier_1.1,2816.12,2534.46,5350.58,442.919,0.08679,3,3,rtx4000,103.46153846153848
91_ConvTranspose2d_Softmax_BiasAdd_Scaling_Sigmoid.py_variable_multiplier_1.1,423.502,282.151,705.653,221.459,0.32923,3,3,rtx4000,99.33333333333331
93_ConvTranspose2d_Add_Min_GELU_Multiply.py_variable_multiplier_1.1,423.501,282.151,705.652,221.459,0.32923,3,3,rtx4000,93.625
95_Matmul_Add_Swish_Tanh_GELU_Hardtanh.py_variable_multiplier_1.1,668.938,352.069,1021.01,227549.0,233.798,13,9,rtx4000,87.66666666666667
96_ConvTranspose3d_Multiply_Max_GlobalAvgPool_Clamp.py_variable_multiplier_1.1,79.211,52.8055,132.017,9898.1,78.6532,11,5,rtx4000,94.14285714285714
97_Matmul_BatchNorm_BiasAdd_Divide_Swish.py_variable_multiplier_1.1,669.006,352.103,1021.11,227079.0,233.291,11,7,rtx4000,84.0
98_Matmul_AvgPool_GELU_Scale_Max.py_variable_multiplier_1.1,668.869,352.034,1020.9,226804.0,233.055,15,8,rtx4000,49.5
99_Matmul_GELU_Softmax.py_variable_multiplier_1.1,668.869,352.034,1020.9,227300.0,233.565,7,5,rtx4000,66.0
9_Matmul_Subtract_Multiply_ReLU.py_variable_multiplier_1.1,668.869,352.034,1020.9,226857.0,233.11,8,6,rtx4000,63.25
100_ConvTranspose3d_Clamp_Min_Divide.py_variable_multiplier_1.2,779.626,519.413,1299.04,407.686,0.35916,3,3,rtx4000,102.84210526315788
11_ConvTranspose2d_BatchNorm_Tanh_MaxPool_GroupNorm.py_variable_multiplier_1.2,347.481,192.94,540.421,241.592,0.51156,7,7,rtx4000,98.8
12_Gemm_Multiply_LeakyReLU.py_variable_multiplier_1.2,729.675,384.037,1113.71,247481.0,254.302,6,4,rtx4000,89.0
13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling.py_variable_multiplier_1.2,1843.45,1228.93,3072.38,966.368,0.36,3,3,rtx4000,111.33333333333331
14_Gemm_Divide_Sum_Scaling.py_variable_multiplier_1.2,729.6,384.0,1113.6,494810.0,508.5,12,8,rtx4000,86.66666666666667
15_ConvTranspose3d_BatchNorm_Subtract.py_variable_multiplier_1.2,57.7274,38.4637,96.1912,14179.9,168.702,13,6,rtx4000,76.33333333333333
16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling.py_variable_multiplier_1.2,1843.54,1228.97,3072.51,966.368,0.36,3,3,rtx4000,106.0
17_Conv2d_InstanceNorm_Divide.py_variable_multiplier_1.2,2458.28,1843.54,4301.81,966.898,0.25728,4,4,rtx4000,101.22222222222224
18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp.py_variable_multiplier_1.2,729.675,384.037,1113.71,247390.0,254.209,23,8,rtx4000,89.33333333333333
1_Conv2D_ReLU_BiasAdd.py_variable_multiplier_1.2,2458.28,1843.54,4301.82,966.898,0.25728,3,3,rtx4000,99.44444444444444
20_ConvTranspose3d_Sum_ResidualAdd_Multiply_ResidualAdd.py_variable_multiplier_1.2,115.707,77.0537,192.761,54116.6,321.286,13,7,rtx4000,93.85714285714286
22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish.py_variable_multiplier_1.2,729.675,384.037,1113.71,247511.0,254.333,15,9,rtx4000,78.66666666666667
24_Conv3d_Min_Softmax.py_variable_multiplier_1.2,432.018,388.809,820.827,17796.5,24.812,8,5,rtx4000,35.0
25_Conv2d_Min_Tanh_Tanh.py_variable_multiplier_1.2,3686.48,3072.04,6758.53,966.434,0.16368,3,3,rtx4000,103.28571428571428
26_ConvTranspose3d_Add_HardSwish.py_variable_multiplier_1.2,3917.31,2611.45,6528.76,2053.53,0.36,3,3,rtx4000,102.54545454545456
28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply.py_variable_multiplier_1.2,844.875,460.837,1305.71,603.98,0.52932,4,4,rtx4000,82.33333333333333
29_Matmul_Mish_Mish.py_variable_multiplier_1.2,729.675,384.037,1113.71,248115.0,254.954,4,3,rtx4000,89.33333333333333
2_ConvTranspose2d_BiasAdd_Clamp_Scaling_Clamp_Divide.py_variable_multiplier_1.2,1843.54,1228.97,3072.51,966.368,0.36,3,3,rtx4000,101.44444444444444
31_Conv2d_Min_Add_Multiply.py_variable_multiplier_1.2,2458.28,1843.54,4301.82,966.898,0.25728,3,3,rtx4000,98.8
32_Conv2d_Scaling_Min.py_variable_multiplier_1.2,4915.88,3686.74,8602.61,1933.27,0.25716,3,3,rtx4000,105.375
33_Gemm_Scale_BatchNorm.py_variable_multiplier_1.2,729.9,384.15,1114.05,247541.0,254.287,6,3,rtx4000,85.33333333333333
35_Conv2d_Subtract_HardSwish_MaxPool_Mish.py_variable_multiplier_1.2,2458.28,1843.54,4301.81,966.898,0.25728,4,4,rtx4000,100.7
36_ConvTranspose2d_Min_Sum_GELU_Add.py_variable_multiplier_1.2,231.076,153.938,385.014,120.796,0.35904,3,3,rtx4000,75.33333333333333
38_ConvTranspose3d_AvgPool_Clamp_Softmax_Multiply.py_variable_multiplier_1.2,1843.71,1229.05,3072.76,966.368,0.35988,4,4,rtx4000,99.72727272727272
39_Gemm_Scale_BatchNorm.py_variable_multiplier_1.2,1075.35,691.275,1766.62,603.98,0.3912,4,4,rtx4000,115.3
40_Matmul_Scaling_ResidualAdd.py_variable_multiplier_1.2,1075.24,691.219,1766.46,603.98,0.39132,3,3,rtx4000,113.1
41_Gemm_BatchNorm_GELU_ReLU.py_variable_multiplier_1.2,1075.31,691.256,1766.57,603.98,0.39132,4,4,rtx4000,116.8
42_ConvTranspose2d_GlobalAvgPool_BiasAdd_LogSumExp_Sum_Multiply.py_variable_multiplier_1.2,3687.08,2457.94,6145.02,1932.74,0.36,3,3,rtx4000,106.6153846153846
43_Conv3d_Max_LogSumExp_ReLU.py_variable_multiplier_1.2,1229.31,921.853,2151.16,483.184,0.25704,4,4,rtx4000,92.75
44_ConvTranspose2d_Multiply_GlobalAvgPool_GlobalAvgPool_Mean.py_variable_multiplier_1.2,231.076,153.938,385.014,120.796,0.35904,3,3,rtx4000,75.33333333333333
45_Gemm_Sigmoid_LogSumExp.py_variable_multiplier_1.2,729.647,518.423,1248.07,332.189,0.30456,4,3,rtx4000,105.57142857142856
46_Conv2d_Subtract_Tanh_Subtract_AvgPool.py_variable_multiplier_1.2,2458.28,1843.54,4301.81,966.898,0.25728,4,4,rtx4000,100.6
47_Conv3d_Mish_Tanh.py_variable_multiplier_1.2,1229.31,921.853,2151.16,483.184,0.25704,3,3,rtx4000,97.8
48_Conv3d_Scaling_Tanh_Multiply_Sigmoid.py_variable_multiplier_1.2,844.812,729.606,1574.42,181.194,0.13176,3,3,rtx4000,83.75
49_ConvTranspose3d_Softmax_Sigmoid.py_variable_multiplier_1.2,115.707,77.0534,192.76,56532.5,335.631,6,2,rtx4000,98.2
4_Conv2d_Mish_Mish.py_variable_multiplier_1.2,4915.88,3686.74,8602.61,1933.27,0.25716,3,3,rtx4000,107.16666666666669
51_Gemm_Subtract_GlobalAvgPool_LogSumExp_GELU_ResidualAdd.py_variable_multiplier_1.2,844.95,460.875,1305.83,603.98,0.52932,3,3,rtx4000,98.8
52_Conv2d_Activation_BatchNorm.py_variable_multiplier_1.2,1229.48,921.939,2151.42,483.715,0.25728,4,4,rtx4000,94.33333333333331
53_Gemm_Scaling_Hardtanh_GELU.py_variable_multiplier_1.2,844.875,460.837,1305.71,603.98,0.52932,5,5,rtx4000,103.8
54_Conv2d_Multiply_LeakyReLU_GELU.py_variable_multiplier_1.2,3686.74,2457.77,6144.51,1933.0,0.36,4,4,rtx4000,98.75
55_Matmul_MaxPool_Sum_Scale.py_variable_multiplier_1.2,9888.3,4953.75,14842.0,494788.0,38.151,15,8,rtx4000,107.85714285714286
56_Matmul_Sigmoid_Sum.py_variable_multiplier_1.2,9888.3,4953.75,14842.0,494841.0,38.1551,8,6,rtx4000,107.85714285714286
57_Conv2d_ReLU_HardSwish.py_variable_multiplier_1.2,768.043,691.221,1459.26,120.829,0.0948,3,3,rtx4000,76.75
58_ConvTranspose3d_LogSumExp_HardSwish_Subtract_Clamp.py_variable_multiplier_1.2,86.412,57.606,144.018,10351.4,82.2556,19,11,rtx4000,96.9
59_Matmul_Swish_Scaling.py_variable_multiplier_1.2,9888.3,4953.75,14842.0,494871.0,38.1575,6,5,rtx4000,112.71428571428572
5_ConvTranspose2d_Subtract_Tanh.py_variable_multiplier_1.2,1843.8,1229.1,3072.9,966.368,0.35988,3,3,rtx4000,98.83333333333331
61_ConvTranspose3d_ReLU_GroupNorm.py_variable_multiplier_1.2,462.827,308.214,771.041,241.592,0.35856,5,5,rtx4000,94.0
63_Gemm_ReLU_Divide.py_variable_multiplier_1.2,729.675,384.037,1113.71,247451.0,254.271,5,5,rtx4000,76.66666666666667
64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU.py_variable_multiplier_1.2,729.675,384.037,1113.71,247390.0,254.209,14,7,rtx4000,83.66666666666667
65_Conv2d_AvgPool_Sigmoid_Sum.py_variable_multiplier_1.2,6912.04,6220.82,13132.9,1087.2,0.09468,4,4,rtx4000,104.33333333333331
66_Matmul_Dropout_Softmax.py_variable_multiplier_1.2,2486.55,1248.08,3734.62,123733.0,37.9157,7,4,rtx4000,51.5
67_Conv2d_GELU_GlobalAvgPool.py_variable_multiplier_1.2,3072.04,2764.82,5836.86,483.217,0.0948,3,3,rtx4000,94.14285714285714
69_Conv2d_HardSwish_ReLU.py_variable_multiplier_1.2,768.043,691.221,1459.26,120.829,0.0948,3,3,rtx4000,76.66666666666667
6_Conv3d_Softmax_MaxPool_MaxPool.py_variable_multiplier_1.2,211.212,182.406,393.618,8001.86,23.2646,9,4,rtx4000,30.0
70_Gemm_Sigmoid_Scaling_ResidualAdd.py_variable_multiplier_1.2,729.675,384.037,1113.71,247571.0,254.395,7,6,rtx4000,91.0
71_Conv2d_Divide_LeakyReLU.py_variable_multiplier_1.2,768.043,691.221,1459.26,120.829,0.0948,3,3,rtx4000,74.0
72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool.py_variable_multiplier_1.2,86.4124,57.6061,144.018,13716.1,108.992,8,2,rtx4000,97.11111111111111
73_Conv2d_BatchNorm_Scaling.py_variable_multiplier_1.2,768.044,691.222,1459.27,120.829,0.0948,4,4,rtx4000,75.66666666666667
74_ConvTranspose3d_LeakyReLU_Multiply_LeakyReLU_Max.py_variable_multiplier_1.2,57.7272,38.4636,96.1907,14284.1,169.942,9,3,rtx4000,74.66666666666667
76_Gemm_Add_ReLU.py_variable_multiplier_1.2,729.675,384.037,1113.71,247451.0,254.271,6,5,rtx4000,83.33333333333333
77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool.py_variable_multiplier_1.2,239.778,158.289,398.068,120.796,0.34728,5,5,rtx4000,125.93333333333334
78_ConvTranspose3d_Max_Max_Sum.py_variable_multiplier_1.2,232.744,154.772,387.516,120.796,0.35676,5,4,rtx4000,127.35135135135135
79_Conv3d_Multiply_InstanceNorm_Clamp_Multiply_Max.py_variable_multiplier_1.2,211.212,182.406,393.618,8273.66,24.055,13,6,rtx4000,49.5
7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd.py_variable_multiplier_1.2,1843.26,1536.03,3379.3,483.184,0.16368,3,3,rtx4000,104.45454545454544
80_Gemm_Max_Subtract_GELU.py_variable_multiplier_1.2,729.675,384.037,1113.71,247390.0,254.209,14,8,rtx4000,88.33333333333333
81_Gemm_Swish_Divide_Clamp_Tanh_Clamp.py_variable_multiplier_1.2,729.675,384.037,1113.71,247873.0,254.705,13,8,rtx4000,74.66666666666667
82_Conv2d_Tanh_Scaling_BiasAdd_Max.py_variable_multiplier_1.2,3072.04,2764.82,5836.87,483.217,0.0948,4,4,rtx4000,98.75
84_Gemm_BatchNorm_Scaling_Softmax.py_variable_multiplier_1.2,729.825,384.113,1113.94,247692.0,254.468,8,3,rtx4000,72.0
85_Conv2d_GroupNorm_Scale_MaxPool_Clamp.py_variable_multiplier_1.2,768.045,691.222,1459.27,120.829,0.0948,5,5,rtx4000,67.0
86_Matmul_Divide_GELU.py_variable_multiplier_1.2,729.675,384.037,1113.71,247843.0,254.674,6,5,rtx4000,77.66666666666667
87_Conv2d_Subtract_Subtract_Mish.py_variable_multiplier_1.2,3072.04,2764.82,5836.86,483.217,0.0948,3,3,rtx4000,95.36363636363636
89_ConvTranspose3d_MaxPool_Softmax_Subtract_Swish_Max.py_variable_multiplier_1.2,86.4121,57.6061,144.018,11241.6,89.3287,22,10,rtx4000,93.375
8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum.py_variable_multiplier_1.2,1228.83,921.616,2150.45,483.184,0.25716,5,5,rtx4000,92.25
90_Conv3d_LeakyReLU_Sum_Clamp_GELU.py_variable_multiplier_1.2,3072.13,2764.86,5836.99,483.184,0.09468,3,3,rtx4000,107.3125
91_ConvTranspose2d_Softmax_BiasAdd_Scaling_Sigmoid.py_variable_multiplier_1.2,462.002,307.801,769.803,241.592,0.35916,3,3,rtx4000,101.89473684210526
92_Conv2d_GroupNorm_Tanh_HardSwish_ResidualAdd_LogSumExp.py_variable_multiplier_1.2,768.044,691.222,1459.27,120.829,0.0948,6,6,rtx4000,89.66666666666667
93_ConvTranspose2d_Add_Min_GELU_Multiply.py_variable_multiplier_1.2,462.001,307.801,769.802,241.592,0.35916,3,3,rtx4000,96.625
95_Matmul_Add_Swish_Tanh_GELU_Hardtanh.py_variable_multiplier_1.2,729.75,384.075,1113.83,248236.0,255.052,13,9,rtx4000,77.33333333333333
96_ConvTranspose3d_Multiply_Max_GlobalAvgPool_Clamp.py_variable_multiplier_1.2,86.412,57.606,144.018,10797.9,85.8035,11,5,rtx4000,94.5
97_Matmul_BatchNorm_BiasAdd_Divide_Swish.py_variable_multiplier_1.2,729.825,384.113,1113.94,247722.0,254.499,11,7,rtx4000,90.66666666666669
98_Matmul_AvgPool_GELU_Scale_Max.py_variable_multiplier_1.2,729.675,384.037,1113.71,247422.0,254.242,15,8,rtx4000,77.0
99_Matmul_GELU_Softmax.py_variable_multiplier_1.2,729.675,384.037,1113.71,247964.0,254.798,7,5,rtx4000,83.0
9_Matmul_Subtract_Multiply_ReLU.py_variable_multiplier_1.2,729.675,384.037,1113.71,247481.0,254.302,8,6,rtx4000,85.66666666666667
100_ConvTranspose3d_Clamp_Min_Divide.py_variable_multiplier_1.3,844.595,562.697,1407.29,441.66,0.38909,3,3,rtx4000,104.1904761904762
12_Gemm_Multiply_LeakyReLU.py_variable_multiplier_1.3,790.481,416.041,1206.52,268104.0,275.494,6,4,rtx4000,103.25
13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling.py_variable_multiplier_1.3,1997.08,1331.34,3328.41,1046.9,0.39,3,3,rtx4000,112.3846153846154
14_Gemm_Divide_Sum_Scaling.py_variable_multiplier_1.3,790.4,416.0,1206.4,536045.0,550.875,12,8,rtx4000,97.0
